podcast_id,title_podcast,category,content,rating,vader_sentiment,bert_sentiment,textrank_summary,t5_summary
e2984116d5ec9faa9710680cb369d88e,The Oatley Academy ArtCast,arts-visual-arts,Incredibly insightful advice from a warm heart.,5,positive,positive,"This and papers wings are really good for artists looking to get some practical tips to help there writing and to help pitch it This podcast is amazing at energizing and inspiring the youth in the art industry. This podcast has helped me grow and realize that all things are possible creatively, if your open to the work and diligence it will take to get you where you want to go. I look forward to listening to all that he has to say and I’m appreciative of his willingness to share it with the rest of us.","Chris Oatley's art cast is all inspirational, informative and helpful as you can get . every episode gets me excited about all the new information and artists I'm going meet ."
e2984116d5ec9faa9710680cb369d88e,The Oatley Academy ArtCast,arts-visual-arts,"As an artist trying to start an illustration career, I'm always looking for new ideas or information to help further my goals.  Look no further.  Chris Oatley brings not only his experience as a Disney visual developer to the conversation but other industrial veterans as well to tell you how it is.  But more importantly, Chis Oatley lets you know you're not alone in your struggles and there are many out there with the same questions you have and tries to answer them all.  Combine this podcast with his online academy ""The Magic Box,"" and you couldn't ask for a better well of knowledge.",5,positive,positive,"This and papers wings are really good for artists looking to get some practical tips to help there writing and to help pitch it This podcast is amazing at energizing and inspiring the youth in the art industry. This podcast has helped me grow and realize that all things are possible creatively, if your open to the work and diligence it will take to get you where you want to go. I look forward to listening to all that he has to say and I’m appreciative of his willingness to share it with the rest of us.","Chris Oatley's art cast is all inspirational, informative and helpful as you can get . every episode gets me excited about all the new information and artists I'm going meet ."
e2984116d5ec9faa9710680cb369d88e,The Oatley Academy ArtCast,arts-visual-arts,"If you are an artist of any kind, download this right now. Chris brings the big mythical idea of the ""industry"" to you in bite-sized, realistic bits that will both encourage and teach you. Chris also has a real heart for teaching and his passion for art is contagious. Artists now, more than ever, need real hope and that is exactly what you will find.",5,positive,positive,"This and papers wings are really good for artists looking to get some practical tips to help there writing and to help pitch it This podcast is amazing at energizing and inspiring the youth in the art industry. This podcast has helped me grow and realize that all things are possible creatively, if your open to the work and diligence it will take to get you where you want to go. I look forward to listening to all that he has to say and I’m appreciative of his willingness to share it with the rest of us.","Chris Oatley's art cast is all inspirational, informative and helpful as you can get . every episode gets me excited about all the new information and artists I'm going meet ."
e2984116d5ec9faa9710680cb369d88e,The Oatley Academy ArtCast,arts-visual-arts,"Ahoy

Are you lost in your creative struggle? do you feel ill equipped for the battle with your inner villains and creative walls? Well stop right there!! 

Come inside and rest with The Guru with the Huge Heart! Chris is an amazing person and an otherworldly teacher. If your super powered talents need a recharge and boost then I personally believe that he will be one of the best allies your creative efforts could ever have!!!!

In all seriousness, There are amazing tools and tips that are taught through these podcasts and Chris does an amazing job of also giving hope to we creatives who are struggling with growing our talents and personal careers. 

He has made a great positive impact on my creativity and life and if you follow along, I believe he can help yours too! 

My best to all of you in your journeys to awesomeness!",5,positive,positive,"This and papers wings are really good for artists looking to get some practical tips to help there writing and to help pitch it This podcast is amazing at energizing and inspiring the youth in the art industry. This podcast has helped me grow and realize that all things are possible creatively, if your open to the work and diligence it will take to get you where you want to go. I look forward to listening to all that he has to say and I’m appreciative of his willingness to share it with the rest of us.","Chris Oatley's art cast is all inspirational, informative and helpful as you can get . every episode gets me excited about all the new information and artists I'm going meet ."
e2984116d5ec9faa9710680cb369d88e,The Oatley Academy ArtCast,arts-visual-arts,I work as a provisional theme park designer and film animator and I’m instantly involve with this podcast.,5,neutral,positive,"This and papers wings are really good for artists looking to get some practical tips to help there writing and to help pitch it This podcast is amazing at energizing and inspiring the youth in the art industry. This podcast has helped me grow and realize that all things are possible creatively, if your open to the work and diligence it will take to get you where you want to go. I look forward to listening to all that he has to say and I’m appreciative of his willingness to share it with the rest of us.","Chris Oatley's art cast is all inspirational, informative and helpful as you can get . every episode gets me excited about all the new information and artists I'm going meet ."
e2984116d5ec9faa9710680cb369d88e,The Oatley Academy ArtCast,arts-visual-arts,"I've been listening to this show for years now and am incredibly grateful to Chris for this amazing resource. It has been inspirational, educational, and quite encouraging at times while still being very realistic and honest. The degree to which Chris really sincerely cares about the art community is astounding. Such a great guy. Do give it a listen!",5,positive,positive,"This and papers wings are really good for artists looking to get some practical tips to help there writing and to help pitch it This podcast is amazing at energizing and inspiring the youth in the art industry. This podcast has helped me grow and realize that all things are possible creatively, if your open to the work and diligence it will take to get you where you want to go. I look forward to listening to all that he has to say and I’m appreciative of his willingness to share it with the rest of us.","Chris Oatley's art cast is all inspirational, informative and helpful as you can get . every episode gets me excited about all the new information and artists I'm going meet ."
e2984116d5ec9faa9710680cb369d88e,The Oatley Academy ArtCast,arts-visual-arts,"I listen to these while working on my projects. Many I listen to more than once. Insight, knowledge, humor, and inspiration literally pours out through the interviews and anecdotes given by Chris Oatley and many other professionals out there. Honestly wouldn’t be where I am without it.",5,positive,positive,"This and papers wings are really good for artists looking to get some practical tips to help there writing and to help pitch it This podcast is amazing at energizing and inspiring the youth in the art industry. This podcast has helped me grow and realize that all things are possible creatively, if your open to the work and diligence it will take to get you where you want to go. I look forward to listening to all that he has to say and I’m appreciative of his willingness to share it with the rest of us.","Chris Oatley's art cast is all inspirational, informative and helpful as you can get . every episode gets me excited about all the new information and artists I'm going meet ."
e2984116d5ec9faa9710680cb369d88e,The Oatley Academy ArtCast,arts-visual-arts,"This really is a great podcast. I was blown away by how nearly everything Chris and his guests talked about are things that I had been unsure about, struggling with, or wasn’t even aware that I was unsure about struggling with. And I was blown even further away by how motivating and reassuring these talks were. 

If you have any interest in anything artistic, I’d highly recommend giving this podcast a chance.",5,positive,positive,"This and papers wings are really good for artists looking to get some practical tips to help there writing and to help pitch it This podcast is amazing at energizing and inspiring the youth in the art industry. This podcast has helped me grow and realize that all things are possible creatively, if your open to the work and diligence it will take to get you where you want to go. I look forward to listening to all that he has to say and I’m appreciative of his willingness to share it with the rest of us.","Chris Oatley's art cast is all inspirational, informative and helpful as you can get . every episode gets me excited about all the new information and artists I'm going meet ."
e2984116d5ec9faa9710680cb369d88e,The Oatley Academy ArtCast,arts-visual-arts,Chris gives awesome insights and great encouragement on the artcast.  This is a fantastic place to check out!,5,positive,positive,"This and papers wings are really good for artists looking to get some practical tips to help there writing and to help pitch it This podcast is amazing at energizing and inspiring the youth in the art industry. This podcast has helped me grow and realize that all things are possible creatively, if your open to the work and diligence it will take to get you where you want to go. I look forward to listening to all that he has to say and I’m appreciative of his willingness to share it with the rest of us.","Chris Oatley's art cast is all inspirational, informative and helpful as you can get . every episode gets me excited about all the new information and artists I'm going meet ."
e2984116d5ec9faa9710680cb369d88e,The Oatley Academy ArtCast,arts-visual-arts,"This podcast may be aimed at illustrators but it is chockfull of excellent advice, insight and discussions that are applicable to any type of artist.  Chris Oatley is extremely passionate about what he does and it's infectious.  Can't recommend enough.",5,positive,positive,"This and papers wings are really good for artists looking to get some practical tips to help there writing and to help pitch it This podcast is amazing at energizing and inspiring the youth in the art industry. This podcast has helped me grow and realize that all things are possible creatively, if your open to the work and diligence it will take to get you where you want to go. I look forward to listening to all that he has to say and I’m appreciative of his willingness to share it with the rest of us.","Chris Oatley's art cast is all inspirational, informative and helpful as you can get . every episode gets me excited about all the new information and artists I'm going meet ."
e2984116d5ec9faa9710680cb369d88e,The Oatley Academy ArtCast,arts-visual-arts,Want to learn? Want to be inspired? Then you've come to the right guy. Brace yourself and get ready to be blown away.,5,positive,negative,"This and papers wings are really good for artists looking to get some practical tips to help there writing and to help pitch it This podcast is amazing at energizing and inspiring the youth in the art industry. This podcast has helped me grow and realize that all things are possible creatively, if your open to the work and diligence it will take to get you where you want to go. I look forward to listening to all that he has to say and I’m appreciative of his willingness to share it with the rest of us.","Chris Oatley's art cast is all inspirational, informative and helpful as you can get . every episode gets me excited about all the new information and artists I'm going meet ."
e2984116d5ec9faa9710680cb369d88e,The Oatley Academy ArtCast,arts-visual-arts,"I've only just started listening, but unfortunately the message on how to be a good freelancer that's being sold here is that you have to buy what he's selling, and the guests seem to be reading from a script to endorse him. I'll stick around and hope for the best!",2,positive,negative,"This and papers wings are really good for artists looking to get some practical tips to help there writing and to help pitch it This podcast is amazing at energizing and inspiring the youth in the art industry. This podcast has helped me grow and realize that all things are possible creatively, if your open to the work and diligence it will take to get you where you want to go. I look forward to listening to all that he has to say and I’m appreciative of his willingness to share it with the rest of us.","Chris Oatley's art cast is all inspirational, informative and helpful as you can get . every episode gets me excited about all the new information and artists I'm going meet ."
e2984116d5ec9faa9710680cb369d88e,The Oatley Academy ArtCast,arts-visual-arts,"Pursuing a career in art has never been a clear cut path for me but this podcast always seems to nail the hard questions I’ve always struggled with. I feel like it has put me on a more sensible track in terms of education, networking and work ethic. I don’t know if the creative world will ever make consistent sense, but I’m VERY grateful for the clarity this podcast provides.",5,positive,positive,"This and papers wings are really good for artists looking to get some practical tips to help there writing and to help pitch it This podcast is amazing at energizing and inspiring the youth in the art industry. This podcast has helped me grow and realize that all things are possible creatively, if your open to the work and diligence it will take to get you where you want to go. I look forward to listening to all that he has to say and I’m appreciative of his willingness to share it with the rest of us.","Chris Oatley's art cast is all inspirational, informative and helpful as you can get . every episode gets me excited about all the new information and artists I'm going meet ."
e2984116d5ec9faa9710680cb369d88e,The Oatley Academy ArtCast,arts-visual-arts,"Meaning to write this for a long time- this is my top favorite, top quoted, and most encouraging podcast I listen to while I work. I not only love the subject matter, but I love the show hosts as well. Thank you so much for all your hard work and providing this free resource to everyone. You're the best.",5,positive,positive,"This and papers wings are really good for artists looking to get some practical tips to help there writing and to help pitch it This podcast is amazing at energizing and inspiring the youth in the art industry. This podcast has helped me grow and realize that all things are possible creatively, if your open to the work and diligence it will take to get you where you want to go. I look forward to listening to all that he has to say and I’m appreciative of his willingness to share it with the rest of us.","Chris Oatley's art cast is all inspirational, informative and helpful as you can get . every episode gets me excited about all the new information and artists I'm going meet ."
e2984116d5ec9faa9710680cb369d88e,The Oatley Academy ArtCast,arts-visual-arts,I just started listening to the podcast and love it. Not coming from an art background I find a lot of tips and tricks to be very applicable to other creative fields. Definitely worth listening to!,5,positive,positive,"This and papers wings are really good for artists looking to get some practical tips to help there writing and to help pitch it This podcast is amazing at energizing and inspiring the youth in the art industry. This podcast has helped me grow and realize that all things are possible creatively, if your open to the work and diligence it will take to get you where you want to go. I look forward to listening to all that he has to say and I’m appreciative of his willingness to share it with the rest of us.","Chris Oatley's art cast is all inspirational, informative and helpful as you can get . every episode gets me excited about all the new information and artists I'm going meet ."
e2984116d5ec9faa9710680cb369d88e,The Oatley Academy ArtCast,arts-visual-arts,"Chris Oatley's podcasts are inspirational. He gives you tips to staying on track as an artist. If you are a professional, or long to be, these podcasts will help you. A lot of artists struggle with routine, but routine is extremely important in creating work and completing projects. Even if you just need a push to get started with something you've been dragging your feet on, give a listen. i promise these podcasts will help.",5,positive,positive,"This and papers wings are really good for artists looking to get some practical tips to help there writing and to help pitch it This podcast is amazing at energizing and inspiring the youth in the art industry. This podcast has helped me grow and realize that all things are possible creatively, if your open to the work and diligence it will take to get you where you want to go. I look forward to listening to all that he has to say and I’m appreciative of his willingness to share it with the rest of us.","Chris Oatley's art cast is all inspirational, informative and helpful as you can get . every episode gets me excited about all the new information and artists I'm going meet ."
e2984116d5ec9faa9710680cb369d88e,The Oatley Academy ArtCast,arts-visual-arts,"I am a fairly new fan of Chris Oatley’s podcasts and learning materials but what I’ve listened to and learned so far is priceless. Chris shares a wealth of knowledge, not just about art techniques and processes but what it’s like to actually be an artist. He puts a name and description to many of the more challenging aspects and talks about about how to conquer them: working alone (and how lonely that can be!), finding inspiration, sticking to a project, working through failed projects, doing the painful work of planning…and much more. 

I look forward to listening to all that he has to say and I’m appreciative of his willingness to share it with the rest of us. And now, off to listen to another podcast!",5,positive,positive,"This and papers wings are really good for artists looking to get some practical tips to help there writing and to help pitch it This podcast is amazing at energizing and inspiring the youth in the art industry. This podcast has helped me grow and realize that all things are possible creatively, if your open to the work and diligence it will take to get you where you want to go. I look forward to listening to all that he has to say and I’m appreciative of his willingness to share it with the rest of us.","Chris Oatley's art cast is all inspirational, informative and helpful as you can get . every episode gets me excited about all the new information and artists I'm going meet ."
e2984116d5ec9faa9710680cb369d88e,The Oatley Academy ArtCast,arts-visual-arts,I've been listening for a few years & it's always a great listen. Started listening as a student & I continue listening as a animation professional.,5,positive,positive,"This and papers wings are really good for artists looking to get some practical tips to help there writing and to help pitch it This podcast is amazing at energizing and inspiring the youth in the art industry. This podcast has helped me grow and realize that all things are possible creatively, if your open to the work and diligence it will take to get you where you want to go. I look forward to listening to all that he has to say and I’m appreciative of his willingness to share it with the rest of us.","Chris Oatley's art cast is all inspirational, informative and helpful as you can get . every episode gets me excited about all the new information and artists I'm going meet ."
e2984116d5ec9faa9710680cb369d88e,The Oatley Academy ArtCast,arts-visual-arts,Thanks for the effort and great work man!,5,positive,positive,"This and papers wings are really good for artists looking to get some practical tips to help there writing and to help pitch it This podcast is amazing at energizing and inspiring the youth in the art industry. This podcast has helped me grow and realize that all things are possible creatively, if your open to the work and diligence it will take to get you where you want to go. I look forward to listening to all that he has to say and I’m appreciative of his willingness to share it with the rest of us.","Chris Oatley's art cast is all inspirational, informative and helpful as you can get . every episode gets me excited about all the new information and artists I'm going meet ."
e2984116d5ec9faa9710680cb369d88e,The Oatley Academy ArtCast,arts-visual-arts,"It's been great to hear the topics, advice, and interviews with industry professionals on what works, doesn't work, and everything in between. Great show, Chris.",5,positive,positive,"This and papers wings are really good for artists looking to get some practical tips to help there writing and to help pitch it This podcast is amazing at energizing and inspiring the youth in the art industry. This podcast has helped me grow and realize that all things are possible creatively, if your open to the work and diligence it will take to get you where you want to go. I look forward to listening to all that he has to say and I’m appreciative of his willingness to share it with the rest of us.","Chris Oatley's art cast is all inspirational, informative and helpful as you can get . every episode gets me excited about all the new information and artists I'm going meet ."
e2984116d5ec9faa9710680cb369d88e,The Oatley Academy ArtCast,arts-visual-arts,I can't say enough great things about this series. It is so helpful as well as entertaining to hear what professionals have to say about how they got into their respective careers. This is a great series to listen to while working on artwork. It keeps me motivated and gives some much desired insight into the industry.,5,positive,positive,"This and papers wings are really good for artists looking to get some practical tips to help there writing and to help pitch it This podcast is amazing at energizing and inspiring the youth in the art industry. This podcast has helped me grow and realize that all things are possible creatively, if your open to the work and diligence it will take to get you where you want to go. I look forward to listening to all that he has to say and I’m appreciative of his willingness to share it with the rest of us.","Chris Oatley's art cast is all inspirational, informative and helpful as you can get . every episode gets me excited about all the new information and artists I'm going meet ."
e2984116d5ec9faa9710680cb369d88e,The Oatley Academy ArtCast,arts-visual-arts,This and papers wings are really good for artists looking to get some practical tips to help there writing and to help pitch it,5,positive,positive,"This and papers wings are really good for artists looking to get some practical tips to help there writing and to help pitch it This podcast is amazing at energizing and inspiring the youth in the art industry. This podcast has helped me grow and realize that all things are possible creatively, if your open to the work and diligence it will take to get you where you want to go. I look forward to listening to all that he has to say and I’m appreciative of his willingness to share it with the rest of us.","Chris Oatley's art cast is all inspirational, informative and helpful as you can get . every episode gets me excited about all the new information and artists I'm going meet ."
e2984116d5ec9faa9710680cb369d88e,The Oatley Academy ArtCast,arts-visual-arts,This podcast is amazing at energizing and inspiring the youth in the art industry. It’s about precisely identifying what artists need to do to get better and how to get there. Chris is very talented at reaching out and motivating you in the best way possible. Give it a listen!,5,positive,positive,"This and papers wings are really good for artists looking to get some practical tips to help there writing and to help pitch it This podcast is amazing at energizing and inspiring the youth in the art industry. This podcast has helped me grow and realize that all things are possible creatively, if your open to the work and diligence it will take to get you where you want to go. I look forward to listening to all that he has to say and I’m appreciative of his willingness to share it with the rest of us.","Chris Oatley's art cast is all inspirational, informative and helpful as you can get . every episode gets me excited about all the new information and artists I'm going meet ."
e2984116d5ec9faa9710680cb369d88e,The Oatley Academy ArtCast,arts-visual-arts,"I wait intently for new episodes of the Art Cast as well as the Paper Wings show which has now merged over. What's shared is thoughtful, qualified, insightful, and MOST IMPORTANTLY inspiring. There are few other resources in any creative field that motivate one to reach for excellence. Because of the high quality of the show, the Oatley Academy caught my interest, and I've learned more in the first lesson about digital painting than anywhere else, and now I feel empowered. I'm so glad I found this podcast which eventually led me there. Please give an episode that interests you a listen.",5,positive,positive,"This and papers wings are really good for artists looking to get some practical tips to help there writing and to help pitch it This podcast is amazing at energizing and inspiring the youth in the art industry. This podcast has helped me grow and realize that all things are possible creatively, if your open to the work and diligence it will take to get you where you want to go. I look forward to listening to all that he has to say and I’m appreciative of his willingness to share it with the rest of us.","Chris Oatley's art cast is all inspirational, informative and helpful as you can get . every episode gets me excited about all the new information and artists I'm going meet ."
e2984116d5ec9faa9710680cb369d88e,The Oatley Academy ArtCast,arts-visual-arts,"The actual interviews with working artists in this podcast are GREAT! However, they are bookended with weird segments from the host's students in a very thinly veiled attempt to push his online school. Skip past those weird segments and just dig into the interviews.",3,positive,negative,"This and papers wings are really good for artists looking to get some practical tips to help there writing and to help pitch it This podcast is amazing at energizing and inspiring the youth in the art industry. This podcast has helped me grow and realize that all things are possible creatively, if your open to the work and diligence it will take to get you where you want to go. I look forward to listening to all that he has to say and I’m appreciative of his willingness to share it with the rest of us.","Chris Oatley's art cast is all inspirational, informative and helpful as you can get . every episode gets me excited about all the new information and artists I'm going meet ."
e2984116d5ec9faa9710680cb369d88e,The Oatley Academy ArtCast,arts-visual-arts,"When you have time for podcast, just tun on this one! I love to draw while listening, it allows to create and learn things at the same time. Highly recommend!",5,positive,positive,"This and papers wings are really good for artists looking to get some practical tips to help there writing and to help pitch it This podcast is amazing at energizing and inspiring the youth in the art industry. This podcast has helped me grow and realize that all things are possible creatively, if your open to the work and diligence it will take to get you where you want to go. I look forward to listening to all that he has to say and I’m appreciative of his willingness to share it with the rest of us.","Chris Oatley's art cast is all inspirational, informative and helpful as you can get . every episode gets me excited about all the new information and artists I'm going meet ."
e2984116d5ec9faa9710680cb369d88e,The Oatley Academy ArtCast,arts-visual-arts,"This is such a fantastic podcast for anyone interested in art, design, writing, what-have-you. Chris is just such a sweet, humble guy and has so many good thoughts to share. Not only is this podcast fun and informative--it is also clean--so I feel comfortable recommending the podcast to younger artists/art enthusiasts (including my 11 and 16 year old brothers and art students).",5,positive,positive,"This and papers wings are really good for artists looking to get some practical tips to help there writing and to help pitch it This podcast is amazing at energizing and inspiring the youth in the art industry. This podcast has helped me grow and realize that all things are possible creatively, if your open to the work and diligence it will take to get you where you want to go. I look forward to listening to all that he has to say and I’m appreciative of his willingness to share it with the rest of us.","Chris Oatley's art cast is all inspirational, informative and helpful as you can get . every episode gets me excited about all the new information and artists I'm going meet ."
