podcast_id,content,title_podcast,category,textrank_summary,t5_summary
71a1c7ef374ce63415ba2b3968fe711f,"Thank you for this podcast! I am so happy after trying almost a year to hear someone talk about infertility like a real person, swear words and all! I love your style and your wit. You have a great way of making me feel like I am not alone and my impatience is warranted. I so appreciate the occasional cuss word because I finally feel like someone out there gets it! Thank you! Love this podcast! Robyn has such a calming and reassuring voice. I love listening to her and she has some great useful information. Fertility struggles are hard and it's always good hearing you're not alone. Love this podcast! I found Robyn’s podcast probably around a year and a half ago and I’m also taking her Fertility Warriors Intensive course and she is so knowledgeable, helpful, loving and truly cares about your wellbeing. It’s nice to have someone who understands that’s on your side and can be your voice of reason who pulls you back from those dark places we let our minds wander to. Love you Robyn, thank you for all you do! 💕💕 This podcast is awesome!! Makes me feel not so alone. Thanks Robyn!! Very helpful and positive. Thank you! I listened to 3 podcasts on my hour walk today and it helped me keep moving and stay focused. New subscriber here! This podcast is just what I needed while going thru fertility treatment, it’s so great to feel like I’m not alone. Thank you! Straight talk - just what’s needed during these hard times.",The Fertility Warriors Podcast: Helping women survive infertility and trying to conceive,health-fitness-alternative-health,"This podcast is just what I needed while going thru fertility treatment, it’s so great to feel like I’m not alone. You have a great way of making me feel like I am not alone and my impatience is warranted. I found Robyn’s podcast probably around a year and a half ago and I’m also taking her Fertility Warriors Intensive course and she is so knowledgeable, helpful, loving and truly cares about your wellbeing.",I love your style and your wit. you have a great way of making me feel like I am not alone and my impatience is warranted . I love listening to her and she has great useful information .
71f1096d3f171622e12da15928bdef6b,"This podcast is really unique because we are able to see what life is like living in NYC, having a twin, being in college, etc. They make it seem as if you’re having a discussion with them and seem like generally welcoming and warm people. Also, their viewpoints on life are fascinating, making for a great podcast. Definitely worth listening. This is so great!! I am hooked... I’m looking forward to learning more about these two. Their perspectives are intriguing.",Twin Talk with the King Twins,arts,"This podcast is really unique because we are able to see what life is like living in NYC, having a twin, being in college, etc. Also, their viewpoints on life are fascinating, making for a great podcast. This is so great!!","this podcast is really unique because we are able to see what life is like living in NYC, having a twin, being in college, etc. they make it seem as if you"
82ef777c1b473e80ad204bd3855d094c,"I've been waiting for a good admissions/enrollment management podcast for years! This one does not disappoint Brad Weiner is my spirit animal. Brilliant, funny, and acerbic. Best of all worlds. Interesting topics and guests, thoughtful presentation of data in the EM space, and quality beer choices. Seems like a good recipe for a podcast and really enjoying it so far. I love Thom and Brad's humor. The topics are insightful, informing, and intriguing. There aren't a lot of higher ed/enrollment management podcasts and this is definitely a good one. Despite not knowing a ton about data science, I find The Weightlist to be informative and fun throughout every episode that I have the pleasure of listening to! Highly recommend!! I treat this podcast like a mini professional development session when I listen. It is to the point, practical, and interesting. Already taken one good beer recommendation from it too. Great podcast!  As an enrollment management professional I appreciate the hosts' insight and humor into topics that directly affect me. Can't wait for more episodes!",The Weightlist Podcast,,"There aren't a lot of higher ed/enrollment management podcasts and this is definitely a good one. It is to the point, practical, and interesting. Interesting topics and guests, thoughtful presentation of data in the EM space, and quality beer choices.","this one does not disappoint Brad Weiner is my spirit animal . interesting topics and guests, thoughtful presentation of data in the EM space, and quality beer choices."
836e13009dd87199b56494d8f2e38243,"If you got into crypto at the top of the top (LIKE I DID) then lament no more...alone.  I mean, keep lametning because this market is a mess, but these folks not only let you know that you're not the only rekt soul still here... they also introduce you to some folks that can actually give you the tools to stop the bleeding and JUST MAYBE develop the proper skills to turn your game around.  Give them a listen, they are a ton of fun! Love the show! You all have a great chemistry together that just works! Keep up the great work! Need I say more? Keep up the good work. Two virgins, reading Cointelegraph word by word in moms basement. Wew. Awful. Simply awful. Women shouldn’t be allowed to speak This podcast is great. They talk crypto and pressure you every episode into writing a review for their podcast. Here it is! Good topics, great hosts, Chambers sound bites are amazing and they always have interesting guest! @Back2Crypto Light and funny. 

Easy to listen to and Chamber and Bunchu are hilarious. Great cryptocurrency insight and content. To have all three opinions offered on a single podcast is great. I’m learning that blockchaintech and crypto investing and its successor is a long game and to factor in everyone’s opinion is critical to making wise unwrekt decisions. Pretty cringey imo Love the show! Never missed an episode and sometimes listen to them twice. Chambers is my fave- however bunch and C are a close second. Best financial advice I ever gotten: “don’t get REKT” Just kidding, Bunchu and Chambers bring it each episode! I was personally subbed to 10+ crypto podcasts and now listen to 3 and Rekt survived!
Both of the hosts make it in a majority of the episodes (rare in crypto podcasts)and it's a bonus when Cynthia makes it on. They also have some of the best guests. Hosted by a serial doxxer who threatens people and doxes their kids
Stay away Informative content guys, fun banter, and superb guests! Wasted crypto mom (Cynthia) is something else though. Hah! No shame in her game! She’s a piece of work! This podcast is an awesome blend of fun and content. Three hosts work well together and have had an awesome guest list so far.  Informative and light hearted. Fun and informative. Great guests and imaginative non crypto games! Back to Black is a top 10 all time album and very slept on",Rekt Podcast,news,they also introduce you to some folks that can actually give you the tools to stop the bleeding and JUST MAYBE develop the proper skills to turn your game around. This podcast is an awesome blend of fun and content. Keep up the great work!,"these folks talk crypto and pressure you every episode into writing a review for their podcast . if you're not the only rekt soul still here, give them a listen ."
83ca8d06d09fa9e1b4804ef85524e981,"Hillary-Marie has an incredible ability to speak on a variety of topics with expertise, gaining my trust as a dancer, dance teacher and business minded person. I look forward to listening to each and every podcast episode and can not wait to see the results of her advice when applied to myself and my students. Absolutely love the insight of this podcast! If you’re a Tap lover, teacher or dancer, you will enjoy this. Thanks for sharing the love of The Dance! So informative! I love how the episodes are shorter in length.",Lost In The Shuffle,arts-performing-arts,"Absolutely love the insight of this podcast! Thanks for sharing the love of The Dance! Hillary-Marie has an incredible ability to speak on a variety of topics with expertise, gaining my trust as a dancer, dance teacher and business minded person.","Hillary-Marie has an incredible ability to speak on a variety of topics with expertise . she is gaining my trust as a dancer, dance teacher and business minded person ."
896e871d57e86d79ea20f67981ccd759,"Saludos Jose Miguel,
Escuchamos y esperamos semanal tus Podcasts. Gracias por las entrevistas y todo el conocimiento que nos brinda. Un saludo Amarilis y Juan Miguel Soy desarrollador web en una agencia de mercadotecnia digital aquí en EEUU y estudiante de español. Escucho el programa por dos motivos: para practicar el idioma y para mantenerme al día en cuanto al SEO, al marketing, etcétera.  (Digamos que estoy matando dos pájaros de un tiro.) 

Me gusta mucho el podcast. Es muy bueno, de muy buena calidad. Voy aprendiendo cosas (y no sólo las cosas que tienen que ver con la gramática, los verbos, y tal). Que siga así. 

Por cierto, me encantó el episodio con Aleyda Solís. No estaría nada mal volver a escucharla  en el futuro. Creo que tiene un contenido de mucho valor y la producción de los capítulos está hecha con calidad profesional. Semanalmente espero los podcasts de Jose Miguel, vivo en República Dominicana y gracias a la tecnologia puedo aprender con Jose Miguel desde Barcelona!! Me encanta cómo conduce las entrevistas y toda la información valiosa que puedes obtener en sus programas! Super recomendado!! Un Podcast que permite conectar con los emprendedores que ya son éxitosos en Internet. ¡Gracias por los estupendos contenidos! Excelente programa. Me gusta el hecho de que presenta entrevistas muy interesantes. Me gustaría que añadiera episodios más a menudo! Hola José Miguel mi nombre es Jorge Matus de Miami,gracias por tu labor con este podcast lo considero muy completo,balanceado,manejado de una manera que mantiene interesado al público  y con temas y exponentes de altísimo nivel, cualquier persona que se considere emprendedor tiene que escuchar tú podcast. Hola José Miguel, me gusta tu podcast y cómo van las entrevistas.. me llamo Marvin García te escucho desde El Salvador. Llevo ya un tiempo investigando cómo emprender arrancar un negocio en internet escuche tu podcast hace unas semanas y me encantó se nota que eres un profesional y me motivas a poner mis ideas a la acción... sé que es posible pero no logró focaláizar lo que quiero hacer... 
""que me aconsejas"" Te felicito por este fabuloso podcast   Y sus maravillosas entrevistas.... Gracias por la motivación, estoy pasando por una baja en mi vida y tú postcast es mi fuente de motivación. Gracias de todo corazón, saludos desde New York La entrevista estuva FANTASTICA, cada entrevista que haces es un exito total, llena de informacion valiosa y  practica, no solo es hablar por hablar, aqui aprendes de verdad.
Se despide Shaitan.

P.D.
Te estoy recomendando con mis allegados Jose Miguel , te lo mereces. Imprescindible para todo profesional moderno, no importa a qué se dedique. El contenido que nos ofrece José Miguel en su podcast es muy interesante y variado. Lo que se aprende en las entrevistas es súper útil para emprendedores.","Emprendedores Digitales |Marketing Digital, Blogging, Redes Sociales, Marketing Online, Negocios, SEO, blogs, Desarrollo Pers",business-careers,"Hola José Miguel mi nombre es Jorge Matus de Miami,gracias por tu labor con este podcast lo considero muy completo,balanceado,manejado de una manera que mantiene interesado al público  y con temas y exponentes de altísimo nivel, cualquier persona que se considere emprendedor tiene que escuchar tú podcast. Me gusta el hecho de que presenta entrevistas muy interesantes. Gracias por las entrevistas y todo el conocimiento que nos brinda.","esperamos semanal tus Podcasts, Saludos Jose Miguel y Juan Miguel Soy desarrollador web en una agencia de mercadotecnia digital aqu en EEUU y estudiante de espaol."
a33a11a0bf8387ca729adf249c8a98db,Been binge listening to all these podcasts and love them all. Lots of variety and have thoroughly enjoyed them all.,I Crush Barbecue Show,arts-food,Been binge listening to all these podcasts and love them all. Lots of variety and have thoroughly enjoyed them all.,been binge listening to all these podcast
ad319b0e4a6661ae8edab0051f5e6295,"I think it's great you've started a podcast, I've followed your blog for awhile and love all the recipes and tips for healthy eating. Looking forward to more episodes!",Podcast – Whole Health Hacks,,"I think it's great you've started a podcast, I've followed your blog for awhile and love all the recipes and tips for healthy eating. Looking forward to more episodes!",I've followed your blog for awhile and love all the recipes
bd1d8a2eef588c1d6be8ff3c2a1ee5c7,"As a big fan of horror, sci-fi, and fiction anthology podcasts, and like media in general, I was really excited to have found this podcast after listening to a couple stories. Really appreciate the brief micro-genre descriptions for each story, wish more anthology podcasts would do that. 

Only thing I think would make this even better is a bit of subtle background music, and/or sounds, to help set the tone and atmosphere during parts of some stories. I’ve only listed to a couple so far though so could be wrong. Either way, really enjoying it! Better than whipping with poison ivy 5/5",Tall Tale TV,fiction,"As a big fan of horror, sci-fi, and fiction anthology podcasts, and like media in general, I was really excited to have found this podcast after listening to a couple stories. Only thing I think would make this even better is a bit of subtle background music, and/or sounds, to help set the tone and atmosphere during parts of some stories. Really appreciate the brief micro-genre descriptions for each story, wish more anthology podcasts would do that.","horror, sci-fi, and fiction anthology podcasts . a bit of subtle background music and/or sounds would make this even better ."
bf406ce64b00a3023064835cb40f5e98,Wonderful job. Keep up the opportunity to learn. Love the content as it is easy to listen to and can be easily put into practice. Each episode gives numerous tips and ideas on how to grow practices and keep up with the changing landscape,New Patient Group™ (Formally known as the Doctor Diamond Club Podcast),business-entrepreneurship,Keep up the opportunity to learn. Love the content as it is easy to listen to and can be easily put into practice. Each episode gives numerous tips and ideas on how to grow practices and keep up with the changing landscape,each episode gives numerous tips and ideas on how to grow practices and keep up with the changing landscape .
bfbd53e317e7429ffdf6e844fd3d2b39,"I have enjoyed the podcast so far. The episodes have been informative and fun. I find the episodes with the anonymous stories hot and exciting. I’m looking forward to seeing the podcast continue and evolve. I have thoroughly enjoyed every minute of this podcast I can’t wait for more episodes. 🔥🔥🔥🔥 The best! This podcast combines eroticism to get you hot and bothered but also deep, real life advice that can take your primary relationship to a whole new level you never thought possible. Devon will get you out of your ruts, challenge you in a positive way, and despite the title, is full of content for all genders and orientations. Love it! This podcast is awesome. Each episode is eye opening. As a listener, you can really picture the story unfolding. The writing keeps you invested in characters and wanting to see what pleasures await them. 💋👂🏼 This show has really opened my eyes to a new way of thinking about sex, pleasure, and desire. My beloved and I listen to both the informative episodes and the erotic stories. We learn and play together with this show. Devon has an excellent voice and is fun, interesting, and very smart! I love this podcast! I’ve recommended it to many friends. I always want to hear more about sex and how to keep it exciting and allll that comes with it. Everyone can use some direction in this department and ALWAYS learn more. :-) This isn’t your kids bedtime stories!  Very erotic and informative works told by a narrated by a very sexy voice.  Adult bedtime will never be the same :) I really like the overall craftsmanship of this podcast! You can hear the time and effort that is taken to make sure each episode thus far is well communicated. The emotional connection is there and the purity behind wanting to express and influence other woman to hold zero shame in their sexuality and self empowerment. Devon provides such an insightful point of view on all things sexual. She isn’t afraid of the hard topics, and I love her ability to approach both female and male sexuality in a straightforward, fun, and honest way. Love it! Insightful, provocative, and elucidating. Asks the questions we’re too afraid to ask. Thanks Devon for adding me to your list of Subscribers. Your material gushes with lavish expression of journaled stream of consciousness and episodic adventure; a constant erotic inspiration. Love it.",F*ck Like a Woman,society-culture,"My beloved and I listen to both the informative episodes and the erotic stories. Devon will get you out of your ruts, challenge you in a positive way, and despite the title, is full of content for all genders and orientations. She isn’t afraid of the hard topics, and I love her ability to approach both female and male sexuality in a straightforward, fun, and honest way.","this podcast combines eroticism to get you hot and bothered but also deep, real life advice that can take your primary relationship to a whole new level you never thought possible . this podcast is awesome. each episode is eye opening ."
d91bc2c145ccdd175aafcc5ad4a3fa57,Varied and interesting,Understanding Human Behavior - Video,science-social-sciences,,Varied and interesting and interesting. .
dbf6afe19c031df6106e684bae43c3eb,"Ilana’s advice is clear, well organized, easy to understand and based on experience.  She really knows her stuff. I love what Ilana has to share because it always comes from experience. She’s a pro in this industry.",Talking Web Marketing,business-marketing,"Ilana’s advice is clear, well organized, easy to understand and based on experience. I love what Ilana has to share because it always comes from experience. She’s a pro in this industry.","Ilana's advice is clear, well organized, easy to understand and "
dddca7e4ab11211016c84253c9160b69,"The first episode was amazing and I was like consistently saying “SAME” throughout the episode. Also I thought it was cool that the person is from the IE 🗣 I’m from Pomona so that’s cool that folks from where I grew up are doing amazing things! Keep doing what you’re doing, don’t let anyone bad experience or person(s) keep you from doing what you love WE OUT HERE! I learned so much from the first episode and will continue to listen!  Loved the storytelling, thoughtful interviews, and gorgeous music interspersed throughout. Thank you to the Outside Voices team for this wonderful podcast, looking forward to hearing from you more! This conversation is relevant and I’m so grateful for all the work and magic that has gone into the creation of this podcast. I can’t wait to listen to the next episode! The host of this podcast has been doing work to amplify unheard voices and expand inclusion in the outdoor industry for a long time. So excited that this podcast is launching to offer even more representation! So grateful for the launch of some content that centers around getting people to think more about their experience with nature. We often take earth for granted and fail to see our roles as earth stewards, in both small and large, meaningful ways. Excited to hear the conversations on this topic and to continue bringing those ideas into my own! Keep it up please! I’m so excited about this little corner of the podcastverse! Redefining the narrative and creating an equitable and inclusive outdoors is such an important cause. I’m so thankful for this podcast and the space it is creating to hear and have these conversations with people who are doing the work. Thank you for this podcast and sharing important stories. These stories are so needed, to open up the image of who enjoys the outdoors and appreciate naturalists of ALL cultures and abilities. Stories are lovely, thoughtfully and ethically told. Can’t wait for more! Thank you so much. This rocks. A refreshing new podcast that shares stories that we don't always hear in mainstream outlets. Can't wait to hear more! This is storytelling done right! Everyone should feel welcome in outdoor spaces. Thank you for these important stories! This podcast is so needed to share untold stories about the outdoors. I live in Bishop, California (Payahuunadü, Nüümü and western Shoshone lands) and saw Sarah at the 2019 pilgrimage. Can’t wait to listen to upcoming episodes, including the one featuring Manzanar!

I found out about Sarah through the #WontTakeShiftAnymore campaign and was inspired by her work in ethical storytelling. I’m so glad she’s expanding her reach with this podcast! Thank you so much for this gift! Outside Voices is currently my favorite podcast. I am so grateful for this podcast. Sarah Shimazaki is an excellent host and curator. I love the outdoors and nature, but outdoor culture is so often disappointing. We need more voices like this. Thank you! This podcast is filling a really important gap in the environmental and outdoor media space, but you should listen because the episodes are super interesting and enjoyable! Thank you for sharing these important stories out into the world! ✨",Outside Voices Podcast,sports-wilderness,Thank you for this podcast and sharing important stories. I’m so thankful for this podcast and the space it is creating to hear and have these conversations with people who are doing the work. This conversation is relevant and I’m so grateful for all the work and magic that has gone into the creation of this podcast.,I learned so much from the first episode and will continue listening to the next episode . the host of this podcast has been doing work and magic .
e1ad985875b97ef0cd09118e285fe66d,Really like how he breaks down each fighter with very good details keep up the good work Keeps it real. Knows what he’s talking about.,Nahh B! Podcast MMA / UFC And Boxing Event Preview & Reviews,music,Really like how he breaks down each fighter with very good details keep up the good work Keeps it real. Knows what he’s talking about.,really like how he breaks down each fighter with very
e2984116d5ec9faa9710680cb369d88e,"I stumbled upon these podcasts when I was looking for insight into the illustration and concept art industry, I found it and much more. I highly recomend anyone with similar interests check these out, they are at minimum full of uplifting advice for anyone struggling to find their place in such a highly competetive industry. Love this podcast!!! Often listen to episodes while I travel . Really keeps me motivated. Chris Oatley's art cast is all inspirational, informative and helpful as you can get. Every episode gets me excited about all the new information and artists I'm going meet - it's always a very positive journey. So here it is, to keep company while you are alone in your studio - you couldn't get any better. I have been listening to Chris Oatley’s podcasts (all of them: Artcast, Paper Wings, Stories Unbound.. is that all of them?) and they have really helped me grow as an artist and storyteller. It kept me company during the loneliest and dryest time in my art career and the warm and empathetic hosts felt like my friends. Thanks for continuing to make these, Chris and friends! Chris Oatley’s podcast and the companion show, Paper Wings, is honestly such a great resource.  Not only does the show provide great, practical advice, ranging from portfolio tips to how to get a job in the industry, the show truly motivates me.  The show encourages you in whatever artistic endeavor you pursue and if you ever need an artistic pick-me-up, just give the podcast a listen.  You won’t regret it.  Whether you’re in animation, comic books, visual development, whatever, this show is awesome and helpful. Are you an aspiring artist who works a full time job he hates while working to become a digital artist with the rest of his time? Then listen to these during your lunch break on your iPod. They’re totally worth keeping up the inspiration! Chris Oatley is the best teacher I know and he really cares about helping artists. I have gotten so much great advice and inspiration from his podcasts. His guests have been awesome also. Keep up the great work Chris! I've already learned so much from this artcast. Probably more than I ever did in my art college. Do yourself a favor and listen to all of these! This podcast's main purpose is to kindle/rekindle your passion to do art. Chris fills it with great information on becoming a better artist as well as inspiring you to get off your duff and do something amazing! I look forward to every episode! Keep it up, Chris! Incredibly insightful advice from a warm heart. As an artist trying to start an illustration career, I'm always looking for new ideas or information to help further my goals.  Look no further.  Chris Oatley brings not only his experience as a Disney visual developer to the conversation but other industrial veterans as well to tell you how it is.  But more importantly, Chis Oatley lets you know you're not alone in your struggles and there are many out there with the same questions you have and tries to answer them all.  Combine this podcast with his online academy ""The Magic Box,"" and you couldn't ask for a better well of knowledge. If you are an artist of any kind, download this right now. Chris brings the big mythical idea of the ""industry"" to you in bite-sized, realistic bits that will both encourage and teach you. Chris also has a real heart for teaching and his passion for art is contagious. Artists now, more than ever, need real hope and that is exactly what you will find. Ahoy

Are you lost in your creative struggle? do you feel ill equipped for the battle with your inner villains and creative walls? Well stop right there!! 

Come inside and rest with The Guru with the Huge Heart! Chris is an amazing person and an otherworldly teacher. If your super powered talents need a recharge and boost then I personally believe that he will be one of the best allies your creative efforts could ever have!!!!

In all seriousness, There are amazing tools and tips that are taught through these podcasts and Chris does an amazing job of also giving hope to we creatives who are struggling with growing our talents and personal careers. 

He has made a great positive impact on my creativity and life and if you follow along, I believe he can help yours too! 

My best to all of you in your journeys to awesomeness! I work as a provisional theme park designer and film animator and I’m instantly involve with this podcast. I've been listening to this show for years now and am incredibly grateful to Chris for this amazing resource. It has been inspirational, educational, and quite encouraging at times while still being very realistic and honest. The degree to which Chris really sincerely cares about the art community is astounding. Such a great guy. Do give it a listen! I listen to these while working on my projects. Many I listen to more than once. Insight, knowledge, humor, and inspiration literally pours out through the interviews and anecdotes given by Chris Oatley and many other professionals out there. Honestly wouldn’t be where I am without it. This really is a great podcast. I was blown away by how nearly everything Chris and his guests talked about are things that I had been unsure about, struggling with, or wasn’t even aware that I was unsure about struggling with. And I was blown even further away by how motivating and reassuring these talks were. 

If you have any interest in anything artistic, I’d highly recommend giving this podcast a chance. Chris gives awesome insights and great encouragement on the artcast.  This is a fantastic place to check out! This podcast may be aimed at illustrators but it is chockfull of excellent advice, insight and discussions that are applicable to any type of artist.  Chris Oatley is extremely passionate about what he does and it's infectious.  Can't recommend enough. Want to learn? Want to be inspired? Then you've come to the right guy. Brace yourself and get ready to be blown away. I've only just started listening, but unfortunately the message on how to be a good freelancer that's being sold here is that you have to buy what he's selling, and the guests seem to be reading from a script to endorse him. I'll stick around and hope for the best! Pursuing a career in art has never been a clear cut path for me but this podcast always seems to nail the hard questions I’ve always struggled with. I feel like it has put me on a more sensible track in terms of education, networking and work ethic. I don’t know if the creative world will ever make consistent sense, but I’m VERY grateful for the clarity this podcast provides. Meaning to write this for a long time- this is my top favorite, top quoted, and most encouraging podcast I listen to while I work. I not only love the subject matter, but I love the show hosts as well. Thank you so much for all your hard work and providing this free resource to everyone. You're the best. I just started listening to the podcast and love it. Not coming from an art background I find a lot of tips and tricks to be very applicable to other creative fields. Definitely worth listening to! Chris Oatley's podcasts are inspirational. He gives you tips to staying on track as an artist. If you are a professional, or long to be, these podcasts will help you. A lot of artists struggle with routine, but routine is extremely important in creating work and completing projects. Even if you just need a push to get started with something you've been dragging your feet on, give a listen. i promise these podcasts will help. I am a fairly new fan of Chris Oatley’s podcasts and learning materials but what I’ve listened to and learned so far is priceless. Chris shares a wealth of knowledge, not just about art techniques and processes but what it’s like to actually be an artist. He puts a name and description to many of the more challenging aspects and talks about about how to conquer them: working alone (and how lonely that can be!), finding inspiration, sticking to a project, working through failed projects, doing the painful work of planning…and much more. 

I look forward to listening to all that he has to say and I’m appreciative of his willingness to share it with the rest of us. And now, off to listen to another podcast! I've been listening for a few years & it's always a great listen. Started listening as a student & I continue listening as a animation professional. Thanks for the effort and great work man! It's been great to hear the topics, advice, and interviews with industry professionals on what works, doesn't work, and everything in between. Great show, Chris. I can't say enough great things about this series. It is so helpful as well as entertaining to hear what professionals have to say about how they got into their respective careers. This is a great series to listen to while working on artwork. It keeps me motivated and gives some much desired insight into the industry. This and papers wings are really good for artists looking to get some practical tips to help there writing and to help pitch it This podcast is amazing at energizing and inspiring the youth in the art industry. It’s about precisely identifying what artists need to do to get better and how to get there. Chris is very talented at reaching out and motivating you in the best way possible. Give it a listen! I wait intently for new episodes of the Art Cast as well as the Paper Wings show which has now merged over. What's shared is thoughtful, qualified, insightful, and MOST IMPORTANTLY inspiring. There are few other resources in any creative field that motivate one to reach for excellence. Because of the high quality of the show, the Oatley Academy caught my interest, and I've learned more in the first lesson about digital painting than anywhere else, and now I feel empowered. I'm so glad I found this podcast which eventually led me there. Please give an episode that interests you a listen. The actual interviews with working artists in this podcast are GREAT! However, they are bookended with weird segments from the host's students in a very thinly veiled attempt to push his online school. Skip past those weird segments and just dig into the interviews. When you have time for podcast, just tun on this one! I love to draw while listening, it allows to create and learn things at the same time. Highly recommend! This is such a fantastic podcast for anyone interested in art, design, writing, what-have-you. Chris is just such a sweet, humble guy and has so many good thoughts to share. Not only is this podcast fun and informative--it is also clean--so I feel comfortable recommending the podcast to younger artists/art enthusiasts (including my 11 and 16 year old brothers and art students). Chris Oatley has helped me so much with his podcasts and everything else he does to help those interested in the art industry. He is a huge source of inspiration and provides amazing advice and techniques to offer new perspectives and better understandings of many concepts. I look up to him and find myself listening and re-listening to his stories and personal experiences, especially while I paint! Chris Oately shares so much great information on succeeding as a artist. Whether you want to do commercial work, self-publish, freelance, or just get inspired. Chris Oatley has a wealth of information through his experience as a Disney character artist and the interviews he does with great artists and entrepreuners. He askes great questions of his guests and really does provide some great content for artists everywhere! Inspiration abounds in this podcast. Kudos Chris! This thing is FULL of inspiration and information to make your journey fun and much faster! This podcast is for all artists. Sure, some are focused on certain arts, but all the tips and information can apply for all arts from visual, music, and evening writing. Add the fact that Chris Oatley and his guests give you the feel you are right there with them helps delivers the advice even better to others. As a fan of Chris' other podcast and as a aspiring webcomic artist, I'm loving the second dose of artistic affirmation I get from ArtCast. Probably one of the most exceptional art podcasts that you will find, if not THE MOST. Chris Oatley is inspiring to say the least. Chris Oatley's podcast is an indispensable resource for artists who are or are looking to become professional artists. The insight he offers time and time again are immensily helpful in addressing common fears and mistakes that I have personally been battling as an artist. It is a great resource and I can't recommend it enough. This Artcast has changed my LIFE! 

Coming out of college, I was completely clueless and discouraged with my Art Career. I was looking for some kind of guidance to help me take the next step into my passion for creating Art as an Illustrator! After stumbling upon Chris Oatley's insightful Artcast, I felt like I gained a whole new level up motivation. When I listen to each episode, I feel like he's a friend I've known for a while and I'm stoked ot listen to all the advice he has to offer! His communication is so unbelievably clear, insightful, spot-on, direct, creative and I'm constantly learning something new even if I already understand the topic. I'm super thankful for his committment with this Artcast and I will always support his passion for teaching! Thanks Chris! I can't suggest this podcast enough. Chris is an amazing person and one of the most inspirational people I know, and his podcasts are things of legend. He provides hope, wisdom, and drive to help you as an artist or a creator to push yourself and your work to ever-higher levels. 

If you are thinking of subscribing, trust me, do it! This podcast has helped me grow and realize that all things are possible creatively, if your open to the work and diligence it will take to get you where you want to go.  A must have for creative minds. Great topics, great guests. Its only flaw is that Chris’ voice is pretty monotone and I find myself spacing in and out because of it. Regardless, it’s a podcast well worth your time if you are looking to break into animation. This is one of those perfect podcasts to listen to while you draw and paint. It's well organized, has great interviews, and always inspires me to keep going with art and up my game. Highly recommended. I listen to Chris Oatley’s Artcast on repeat, yes it’s that good! The information provided is meant to inspire you as a visual artist, no matter where you are in your artistic journey. Need a good kick in the butt to get going, even more so to finish? This is a must listen to podcast for any creative in the field. This podcast gives excellent professional advice on how to improve your visual storytelling in a concise and clear way while remaining approachable. You can feel the passion for storytelling coming through the speakers and it shows I how valued their lessons are. The Oatley Academy is invaluable!",The Oatley Academy ArtCast,arts-visual-arts,"This and papers wings are really good for artists looking to get some practical tips to help there writing and to help pitch it This podcast is amazing at energizing and inspiring the youth in the art industry. This podcast has helped me grow and realize that all things are possible creatively, if your open to the work and diligence it will take to get you where you want to go. I look forward to listening to all that he has to say and I’m appreciative of his willingness to share it with the rest of us.","Chris Oatley's art cast is all inspirational, informative and helpful as you can get . every episode gets me excited about all the new information and artists I'm going meet ."
eb64a043bd96db93f3b40c2f4e6b82d7,"Cecil is an amazing artist, and I’m sure it’s going to be fun listening in on his thoughts, life, etc. can’t wait to hear more!",Sketched Out,arts,"Cecil is an amazing artist, and I’m sure it’s going to be fun listening in on his thoughts, life, etc. can’t wait to hear more!","Cecil is an amazing artist, and it's"
ee51458b5f84b18a4a0a324229df0531,"I think a podcast like this is so important right now.  Young people need to talk, hear and learn from each other.  I can't wait to hear the next episode.  And yes, our teachers can be friends, family, and TEACHERS!",Things a Teacher Taught Me,business,"Young people need to talk, hear and learn from each other. I think a podcast like this is so important right now. I can't wait to hear the next episode.","a podcast like this is so important right now . teachers can be friends, family,"
